company_name,uen_no,class,class_code,additional_info,expiry_date,building_no,street_name,unit_no,building_name,postal_code,tel_no
CRAFTSMEN DESIGN & CONSTRUCTION LLP,199402161M,General Builder Class 2,GB2,na,9/4/18,803,KING GEORGE'S AVENUE,#02-228,na,200803,96950765
CREATIVE BUILDER PTE. LTD.,201222828H,General Builder Class 2,GB2,na,16/6/18,45,JALAN PEMIMPIN,#10-03,FOO WAH INDUSTRIAL BUILDING,577197,63545977
CREATIVE ENGINEERING & COMMUNICATIONS PTE LTD,201224078H,General Builder Class 2,GB2,na,15/12/18,84,GENTING LANE,#03-05,CITYNEON DESIGN CENTRE,349584,68634030
CREATIVE ENGINEERING & COMMUNICATIONS PTE LTD,199101633C,Specialist Builder (Structural Steelwork),SB(SS),na,26/12/18,84,GENTING LANE,#03-05,CITYNEON DESIGN CENTRE,349584,68634030
CREATIVE MANAGEMENT & ENGINEERING PTE. LTD.,199608483H,General Builder Class 2,GB2,na,18/7/17,26,BOON LAY WAY,#01-78,TRADEHUB 21,609970,68622126
CRG CONTRACTORS PTE LTD,200514194M,General Builder Class 1,GB1,na,25/1/19,30,TOH GUAN ROAD,#07-00,na,608840,68633977
CRIMSIGN GRAPHICS PTE LTD,198400372G,General Builder Class 2,GB2,na,24/11/18,80,GENTING LANE,#06-04,RUBY IND COMPLEX GENTING BLK,349565,67455012
CROWN BUILDERS PTE LTD,200505075C,General Builder Class 2,GB2,na,20/9/16,7030,ANG MO KIO AVENUE 5,#03-55,NORTHSTAR @ AMK,569880,64816991
CROWN CONSTRUCTION PTE LTD,201301906G,General Builder Class 1,GB1,na,24/6/18,55,LOYANG WAY,na,na,508748,68421255
CRYSTALLITE CONSTRUCTION & ENGINEERING PTE. LTD.,198501638E,General Builder Class 2,GB2,na,16/6/18,3B,GUILLEMARD ROAD,na,na,399684,67481170
CS BORED PILE SYSTEM PTE LTD,200610366D,General Builder Class 1,GB1,na,16/6/18,2,TANJONG PENJURU CRESCENT,na,na,608968,63627088
CS BORED PILE SYSTEM PTE LTD,200512152G,Specialist Builder (Piling Works),SB(PW),na,16/6/18,2,TANJONG PENJURU CRESCENT,na,na,608968,63627088
CS CONSTRUCTION & GEOTECHNIC PTE. LTD.,200313006C,Specialist Builder (Ground Support and Stabilisation Works),SB(GS),na,30/10/18,2,TANJONG PENJURU CRESCENT,na,na,608968,63670933
CS CONSTRUCTION & GEOTECHNIC PTE. LTD.,198402646H,General Builder Class 1,GB1,na,3/7/18,2,TANJONG PENJURU CRESCENT,na,na,608968,63670933
CS CONSTRUCTION & GEOTECHNIC PTE. LTD.,201541424W,Specialist Builder (Piling Works),SB(PW),na,3/7/18,2,TANJONG PENJURU CRESCENT,na,na,608968,63670933
CSC ENTERPRISE (S'PORE) PTE. LTD.,201008173K,General Builder Class 1,GB1,na,16/6/18,1,SIMS LANE,#05-07,ONE SIMS LANE,387355,65333488
CSE GLOBAL LIMITED,199701459E,General Builder Class 2,GB2,na,16/6/18,2,UBI VIEW,na,na,408556,65120333
CSG GROUP PTE. LTD.,201324709R,General Builder Class 2,GB2,na,1/11/16,8,KAKI BUKIT AVENUE 4,#07-19,PREMIER@KAKI BUKIT,415875,68468283
CSP BUILDING CONSTRUCTION PTE. LIMITED,201404202N,General Builder Class 2,GB2,na,2/7/18,169,SIMS AVENUE,#01-03-05,na,387488,68443380
CT WOOD PTE. LTD.,201500566R,General Builder Class 2,GB2,na,14/6/19,10,ADMIRALTY STREET,#01-34,NORTHLINK BUILDING,757695,67539368
CTH BUILDER PTE. LTD.,200916508G,General Builder Class 2,GB2,na,4/9/18,208,HOUGANG ST 21,#01-203,na,530208,62882255
CUBE 2 PTE. LTD.,201112128E,General Builder Class 2,GB2,na,28/8/18,24,SELETAR WEST FARMWAY 2,na,na,798101,64813543
CUBIC DECO PTE. LTD.,201212494W,General Builder Class 2,GB2,na,10/11/18,1,YISHUN STREET 23,#07-17,YS-ONE,768441,64532429
CUI CONSTRUCTION PTE. LTD.,201304822D,General Builder Class 2,GB2,na,11/4/19,111,NORTH BRIDGE ROAD,#21-01,PENINSULA PLAZA,179098,68495437
CUSHMAN & WAKEFIELD FACILITIES & ENGINEERING (S) LTD.,200914474E,General Builder Class 1,GB1,na,2/7/18,750A,CHAI CHEE ROAD,#05-01,TECHNOPARK @ CHAI CHEE,469001,68766255
CUSHMAN & WAKEFIELD OPERATIONS PTE LTD,198001575K,General Builder Class 1,GB1,na,30/6/18,750A,CHAI CHEE ROAD,#05-01,TECHNOPARK @ CHAI CHEE,469001,68760088
CUTECH QUALITY SOLUTIONS PTE. LTD.,201308421Z,General Builder Class 2,GB2,na,20/9/16,2,JURONG EAST STREET 21,#04-32E,IMM BUILDING,609601,66650187
CW YUEN CONSTRUCTION PTE. LTD.,200516129K,General Builder Class 2,GB2,na,1/8/19,2,BALESTIER ROAD,#04-697,BALESTIER HILL SHOPPING CENTRE,320002,63455288
CYBER BUILDERS PTE. LTD.,201106445H,General Builder Class 1,GB1,na,16/6/18,21,UBI ROAD 1,#04-03,CAMBRIDGE TRUST BUILDING,408724,62995859
CYCLECT ELECTRICAL ENGINEERING PTE LTD.,52847515X,General Builder Class 1,GB1,na,22/7/18,33,TUAS VIEW CRESCENT,na,na,637654,68686000
CYCLOPS ENGINEERING PTE. LTD.,200205723G,General Builder Class 2,GB2,na,20/7/17,61,KAKI BUKIT AVENUE 1,#06-09,SHUN LI INDUSTRIAL PARK,417943,68468106
CYDA PTE. LTD.,200515495D,General Builder Class 2,GB2,na,1/4/19,3016,BEDOK NORTH AVENUE 4,#06-12,EASTECH,489947,62277181
D' PERCEPTION SINGAPORE PTE. LTD.,198300109C,General Builder Class 1,GB1,na,16/6/18,19,TANGLIN ROAD,#07-01,TANGLIN SHOPPING CENTRE,247909,67345988
D' SOLUTION CONSTRUCTION PTE. LTD.,198500290Z,General Builder Class 1,GB1,na,10/6/18,180,PAYA LEBAR ROAD,#03-05,YI GUANG BUILDING,409032,68463581
D'ASSOCIATES CONSTRUCTION PTE. LTD.,201216270E,General Builder Class 2,GB2,na,16/6/18,9003,TAMPINES STREET 93,#01-180,TAMPINES INDUSTRIAL PARK A,528837,67857138
D'CENTUS PROJECTS PTE. LTD.,201410871M,General Builder Class 2,GB2,na,8/6/18,50,TAGORE LANE,#05-06,ENTREPRENEUR CENTRE,787494,65112937
D'PERCEPTION RITZ PTE. LTD.,201204387W,General Builder Class 1,GB1,na,15/4/19,19,TANGLIN ROAD,#07-01,TANGLIN SHOPPING CENTRE,247909,65335797
D'RAY CONSTRUCTION PTE LTD,200007438R,General Builder Class 2,GB2,na,19/6/18,198,TAGORE LANE,na,na,787589,65526733
D'WORKZ GROUP PTE. LTD.,T01FC6184K,General Builder Class 2,GB2,na,31/7/18,8,UBI ROAD 2,#02-16,ZERVEX,408538,68370434
D+B PROJECTS PTE. LTD.,201006672Z,General Builder Class 1,GB1,na,12/9/17,11,woodlands close,#03-13,woodlands 11,737853,63343023
D+S BUILDERS PTE LTD,199504654C,General Builder Class 2,GB2,na,10/12/16,549,JURONG WEST STREET 42,#02-221,na,640549,97344033
D-TEAM ENGINEERING PTE. LTD.,200618344G,General Builder Class 2,GB2,na,19/4/19,5,ANG MO KIO INDUSTRIAL PARK 2A,#06-27/28,AMK TECH II,567760,64810002
D-TECH ENTERPRISE,200010530G,General Builder Class 2,GB2,na,30/6/18,137A,LOYANG BESAR CLOSE,na,na,509034,65824027
DA CHENG CONSTRUCTION (PTE. LTD.),199001888E,General Builder Class 2,GB2,na,14/9/18,51,UBI AVENUE 1,#01-26,PAYA UBI INDUSTRIAL PARK,408933,68441890
DA XING CONSTRUCTION PTE. LTD.,201023721G,General Builder Class 2,GB2,na,23/4/18,808,FRENCH ROAD,#04-169,KITCHENER COMPLEX,200808,67462866
DA-QIAO ENTERPRISE PTE. LTD.,200613215D,General Builder Class 2,GB2,na,16/6/18,1016,GEYLANG EAST AVENUE 3,#02-167,na,389731,67475092
DABA PTE LTD,199203213N,Specialist Builder (Structural Steelwork),SB(SS),na,8/12/18,18,HOWARD ROAD,#06-02,NOVELTY BIZCENTRE,369585,64663978
DABA PTE LTD,200503006K,General Builder Class 1,GB1,na,7/11/16,18,HOWARD ROAD,#06-02,NOVELTY BIZCENTRE,369585,64663978
DACTT ENGINEERS PTE. LTD.,200503864C,General Builder Class 1,GB1,na,30/6/18,50,UBI AVENUE 3,#05-11,FRONTIER,408866,67460100
DAELIM INDUSTRIAL CO. LTD.,199603154R,General Builder Class 1,GB1,na,26/6/18,102A,EU TONG SEN STREET,#01-01,na,59820,94292539
DAELIM INDUSTRIAL CO. LTD.,201118455M,Specialist Builder (Ground Support and Stabilisation Works),SB(GS),na,10/9/18,102A,EU TONG SEN STREET,#01-01,na,59820,94292539
DAELIM INDUSTRIAL CO. LTD.,201421255W,Specialist Builder (Structural Steelwork),SB(SS),na,10/9/18,102A,EU TONG SEN STREET,#01-01,na,59820,94292539
"DAEWOO ENGINEERING & CONSTRUCTION CO., LTD.",201326456R,General Builder Class 1,GB1,na,6/12/16,9,TEMASEK BOULVEARD,#17-04,SUNTEC TOWER TWO,38989,68849896
"DAI-DAN CO., LTD",201606290G,General Builder Class 1,GB1,na,5/10/16,315,OUTRAM ROAD,#15-09,TAN BOON LIAT BUILDING,169074,62218488
DAIYA ENGINEERING & CONSTRUCTION PTE LTD,199908104E,General Builder Class 1,GB1,na,16/6/18,23,KRANJI WAY,na,na,739450,62851088
DARWIN DESIGN & DEVELOPMENTS PTE. LTD.,201538613Z,General Builder Class 2,GB2,na,4/6/18,70,BENDEMEER ROAD,#01-01,LUZERNE,339940,63968558
DASHELAN ENGINEERING PTE LTD,200820486H,General Builder Class 2,GB2,na,27/10/16,446,HOUGANG AVENUE 8,#B1-1635,na,530446,63668514
DATUMSTRUCT (CFS) PTE. LTD.,52891877W,General Builder Class 2,GB2,na,31/5/19,33,CHANGI SOUTH AVENUE 2,#03-00,na,486445,67490206
DAVOE CREATIVE PTE. LTD.,200902690E,General Builder Class 2,GB2,na,16/6/18,10,JALAN KURAS,na,SEMBAWANG HILLS ESTATE,577726,64580050
DAYCON PTE LTD,200813778M,General Builder Class 2,GB2,na,22/5/18,3,KAKI BUKIT ROAD 1,#04-06,na,415935,68442003
DB & B PTE LTD,200000051M,General Builder Class 1,GB1,na,16/8/16,3791,JALAN BUKIT MERAH,#07-15/18,E-CENTRE@REDHILL,159471,62276389
DDS CONTRACTS & INTERIOR SOLUTIONS PTE. LTD.,201333738E,General Builder Class 1,GB1,na,14/3/19,62,SUNGEI KADUT LOOP,#05-01,INTERNATIONAL FURNITURE CENTRE,729507,63626366
DE SHENG CONSTRUCTION PTE. LTD.,199900153G,General Builder Class 2,GB2,na,24/12/17,921,UPPER BUKIT TIMAH ROAD,42494,na,678202,67670061
