company_name,uen_no,class,class_code,additional_info,expiry_date,building_no,street_name,unit_no,building_name,postal_code,tel_no
ANG SHUANG CONSTRUCTION PTE LTD,200601680E,General Builder Class 2,GB2,na,10/9/18,10,ANSON ROAD,#26-04,INTERNATIONAL PLAZA,79903,96936867
ANG TONG SENG BROTHERS ENTERPRISES PTE LTD,200406281M,General Builder Class 1,GB1,na,16/6/18,17,TUAS VIEW CLOSE,na,na,637484,67498998
ANGKASA AMSTEEL PTE LTD,201213769N,General Builder Class 2,GB2,na,16/6/18,20,WOODLANDS LOOP,na,na,738321,67595973
ANHUI CONSTRUCTION PTE. LTD.,198303017G,General Builder Class 2,GB2,na,16/4/18,76,HOUGANG AVE 7,#03-20,THE FLORIDA,538807,66989526
ANL DESIGN PTE LTD,199501741C,General Builder Class 2,GB2,na,16/6/18,998,TOA PAYOH NORTH,#07-15,na,318993,65536076
ANMANI GENERAL CONSTRUCTION PTE. LTD.,200711668H,General Builder Class 1,GB1,na,19/12/18,11,WOODLANDS CLOSE,#04-44,WOODLANDS 11,737853,67496521
ANSO SINGAPORE PTE. LTD.,199702660E,General Builder Class 2,GB2,na,26/5/19,6D,MANDAI ESTATE,#06-01,M-SPACE,739938,83392686
ANTARA KOH PRIVATE LIMITED,199500681C,Specialist Builder (Site Investigation Work),SB(SI),na,19/10/18,27,PIONEER ROAD,na,na,628500,68622822
ANTARA KOH PRIVATE LIMITED,201220486M,General Builder Class 1,GB1,na,16/6/18,27,PIONEER ROAD,na,na,628500,68622822
ANTARA KOH PRIVATE LIMITED,200911701W,Specialist Builder (Ground Support and Stabilisation Works),SB(GS),na,16/6/18,27,PIONEER ROAD,na,na,628500,68622822
ANTARA KOH PRIVATE LIMITED,199000589R,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,16/6/18,27,PIONEER ROAD,na,na,628500,68622822
ANTARA KOH PRIVATE LIMITED,199405945R,Specialist Builder (Piling Works),SB(PW),na,16/6/18,27,PIONEER ROAD,na,na,628500,68622822
ANTARA KOH PRIVATE LIMITED,199705643C,Specialist Builder (Structural Steelwork),SB(SS),na,16/6/18,27,PIONEER ROAD,na,na,628500,68622822
APEC AUTOMOTIVE INDUSTRY PTE LTD,201319519D,General Builder Class 2,GB2,na,19/8/18,15A,LORONG 4 GEYLANG,na,na,399272,91890398
APEX LOADTEST PTE. LTD.,201311333D,Specialist Builder (Site Investigation Work),SB(SI),na,6/6/19,1009,TAI SENG AVENUE,#01-2646,na,534418,67848869
APEXSON CONSTRUCTION ENGINEERING PTE. LTD.,201105803W,General Builder Class 2,GB2,na,8/12/18,280,WOODLANDS INDUSTRIAL PARK E5,#03-06,HARVEST @ WOODLANDS,757322,68914102
APF CONSTRUCTION PTE. LTD.,201201440R,General Builder Class 2,GB2,na,27/8/16,123,BUKIT MERAH LANE 1,#03-74,na,150123,62732011
APL CONSTRUCTION PTE. LTD.,199404607G,General Builder Class 2,GB2,na,17/11/17,11,WOODLANDS CLOSE,#09-22,WOODLANDS 11,737853,63344295
APM ENGINEERING & CONSTRUCTION PTE.LTD.,200617665K,General Builder Class 1,GB1,na,2/4/17,1,SOON LEE STREET,#05-64,PIONEER CENTRE,627605,62889946
APS ASIA PDA ENTERPRISE PTE. LTD.,199408050M,General Builder Class 2,GB2,na,16/6/18,65,UBI CRESCENT,#03-05,HOLA CENTRE,408559,68968926
APS ASIA PDA ENTERPRISE PTE. LTD.,200913136R,Specialist Builder (Site Investigation Work),SB(SI),na,16/6/18,65,UBI CRESCENT,#03-05,HOLA CENTRE,408559,68968926
ARC URBAN SERVICES PTE. LTD.,197000563N,General Builder Class 2,GB2,na,16/6/18,53,UBI AVENUE 1,#05-43,PAYA UBI INDUSTRIALPARK,408934,63964250
ARCHETYPE PTE. LTD.,06583200X,General Builder Class 2,GB2,na,4/12/17,25,OPAL CRESCENT,na,na,328419,62916898
ARCHILITE ENGINEERING PTE LTD,200105981G,General Builder Class 2,GB2,na,2/7/18,13,LORONG 8 TOA PAYOH,#07-05,BRADDELL TECH,319261,63565555
ARENA CONSTRUCTION PTE LTD,200901283K,General Builder Class 2,GB2,na,16/6/18,71,UBI CRESCENT,#03-07,EXCALIBUR CENTRE,408571,62425523
ARINA INTERNATIONAL HOLDING PTE. LTD.,201211781Z,General Builder Class 2,GB2,na,23/6/18,2026,BUKIT BATOK STREET 23,#01-284,na,659531,65658481
ARINA INTERNATIONAL HOLDING PTE. LTD.,200516890D,Specialist Builder (Structural Steelwork),SB(SS),na,23/6/18,2026,BUKIT BATOK STREET 23,#01-284,na,659531,65658481
ARJ CONSTRUCTION PTE LTD,200901932W,General Builder Class 2,GB2,na,16/6/18,5050,ANG MO KIO INDUSTRIAL PARK 2,#01-1017,na,569553,64831011
ARKI-TECH INTERNATIONAL PTE LTD,201302123Z,General Builder Class 2,GB2,na,6/12/16,36,BEO CRESCENT,#01-33,na,160036,62719655
ARMADA ALUMINIUM RENOVATION CONSTRUCTION PTE. LTD.,198802305W,General Builder Class 2,GB2,na,19/7/18,280,WOODLANDS INDUSTRIAL PARK E5,#04-04,HARVEST @ WOODLANDS,757322,62579288
AROYAL CONSTRUCTION PTE. LTD.,201538029K,General Builder Class 2,GB2,na,31/12/16,39,KRANJI LINK,na,na,728649,98486453
ARRAY CONSTRUCTION PTE LTD,201329172D,General Builder Class 1,GB1,na,16/6/18,1,FIFTH AVENUE,#02-06/07,GUTHRIE HOUSE,268802,64662555
ARTMAKER PTE LTD,200815981K,General Builder Class 2,GB2,na,4/9/18,61,LOYANG WAY,na,LOYANG INDUSTRIAL ESTATE,508752,67471411
ARTREND DESIGN PTE LTD,199203932K,General Builder Class 2,GB2,na,25/8/18,22,WOODLANDS LINK,#04-13,WOODLANDS EAST INDUSTRIAL ESTATE,738734,67567783
AS SPEC TECHNICS PTE LTD,200202155K,General Builder Class 2,GB2,na,31/3/18,61,UBI ROAD 1,#03-09,OXLEY BIZHUB,408727,67027177
AS28 CONSTRUCTION PTE. LTD.,201120825Z,General Builder Class 2,GB2,na,13/1/18,338,ANG MO KIO AVENUE 1,#01-1675,na,560338,81821922
ASA CONTRACTS PTE. LTD.,198304108R,General Builder Class 2,GB2,na,29/10/17,31,MANDAI ESTATE,#07-11,INNOVATION PLACE,729933,63622328
ASAHI BUILDER PTE LTD,201103107G,General Builder Class 2,GB2,na,26/8/16,1013,GEYLANG EAST AVENUE 3,#05-144,na,389728,98244366
ASHLEY BUILDING SERVICES (S) PTE LTD,200208314R,General Builder Class 2,GB2,na,16/6/18,106,CLEMENTI STREET 12,#02-46,na,120106,67734301
ASIA DEVELOPMENT PTE. LTD.,198000930G,General Builder Class 2,GB2,na,25/6/18,18,BOON LAY WAY,#09-114,TRADEHUB 21,609966,65159111
ASIA GEORESEARCH AGENCY CORPORATION PTE LTD,201012197Z,Specialist Builder (Site Investigation Work),SB(SI),na,16/6/18,120,LOWER DELTA ROAD,#02-12,CENDEX CENTRE,169208,65380400
ASIA METAL ENGINEERING & TRADING PTE. LTD.,199801926K,General Builder Class 2,GB2,na,17/11/18,30,JALAN BUROH,na,na,619486,62655926
ASIA METAL ENGINEERING & TRADING PTE. LTD.,201309605D,Specialist Builder (Structural Steelwork),SB(SS),na,17/11/18,30,JALAN BUROH,na,na,619486,62655926
ASIA PROJECTS ENGINEERING PRIVATE LIMITED,201211432D,General Builder Class 1,GB1,na,16/6/18,32,PENJURU ROAD,na,JURONG TOWN,609136,62689511
ASIA PROJECTS ENGINEERING PRIVATE LIMITED,200719020N,Specialist Builder (Structural Steelwork),SB(SS),na,16/6/18,32,PENJURU ROAD,na,JURONG TOWN,609136,62689511
ASIA RENOVATION CONTRACTOR,201115171C,General Builder Class 2,GB2,na,2/7/18,59,NEW UPPER CHANGI ROAD,#01-1274,na,461059,64427570
ASIA TUNNELLING & CONSTRUCTION PTE LTD,200004826K,Specialist Builder (Ground Support and Stabilisation Works),SB(GS),na,17/4/19,212,HOUGANG STREET 21,#04-329,na,530212,68585373
ASIA TUNNELLING & CONSTRUCTION PTE LTD,201201092D,General Builder Class 2,GB2,na,23/3/19,212,HOUGANG STREET 21,#04-329,na,530212,68585373
ASIABUILD CONSTRUCTION PTE. LTD.,200612375W,General Builder Class 1,GB1,na,11/2/19,32,SUNGEI KADUT WAY,#02-03,TEAMBUILD INDUSTRIAL BUILDING,728787,65867075
ASIABUILD ENGINEERING & CONSTRUCTION PTE. LTD.,200613264R,General Builder Class 1,GB1,na,26/6/18,32,SUNGEI KADUT WAY,#02-01,TEAMBUILD INDUSTRIAL BUILDING,728787,65867077
ASIABUILD ENGINEERING PTE. LTD.,200509215Z,General Builder Class 2,GB2,na,12/8/16,540,SIMS AVENUE,#02-02,SIMS AVENUE CENTRE,387603,67434148
ASIABUILD METAL ENGINEERING PTE. LTD.,198103776G,Specialist Builder (Structural Steelwork),SB(SS),na,16/6/18,32,SUNGEI KADUT WAY,#02-02,TEAMBUILD INDUSTRIAL BUILDING,728787,65867077
ASIAPAC CONTRACTS PTE. LTD.,201009942N,General Builder Class 2,GB2,na,14/5/18,163,ANG MO KIO AVE 4,#01-462,MAYFLOWER SHOPPING & FOOD CENTRE,560163,64594891
ASIASTAR TECHNOLOGIES PTE. LTD.,201509581N,General Builder Class 2,GB2,na,16/3/19,21,TOH GUAN ROAD EAST,#07-18,TOH GUAN CENTRE,608609,68969119
ASIATECH ENGINEERING & CONSTRUCTION PTE LTD,199401421H,General Builder Class 2,GB2,na,16/5/19,Blk 5030,Ang Mo Kio Ind Park 2,#01-219,na,569533,64815464
ASIAWORLD CONSTRUCTION PTE LTD,201419628D,General Builder Class 2,GB2,na,19/1/19,32,SUNGEI KADUT WAY,#02-01,TEMABUILD INDUSTRIAL BUILDING,728787,65867077
ASK M&E PTE. LTD.,200607893W,General Builder Class 2,GB2,na,17/10/18,31,BUKIT BATOK CRESCENT,#01-32,"SPLENDOUR,THE",658070,62963946
ASL SHIPYARD PTE LTD,T15FC0023D,General Builder Class 2,GB2,na,20/8/16,19,PANDAN ROAD,na,na,609271,63022208
ASPHALT SPECIALIST SERVICES PTE. LTD.,201010218K,General Builder Class 2,GB2,na,13/5/19,208,WOODLANDS INDUSTRIAL PARK E9,na,na,757881,63682848
ASR BUILDING & CONSERVATION PTE. LTD.,200411918W,General Builder Class 2,GB2,na,5/6/18,135,UBI AVENUE 4,na,HENSON WAREHOUSE,408771,65321121
ASSET CORPORATION PTE LTD,200702367M,General Builder Class 1,GB1,na,22/4/19,50,KALLANG PUDDING ROAD,#03-07,GOLDEN WHEEL INDUSTRIAL BUILDING,349326,67419778
ASSET PROTECTION SERVICES PTE. LTD.,52866530L,General Builder Class 2,GB2,na,6/9/18,2,YISHUN INDUSTRIAL STREET 1,#03-21,NORTH POINT BIZHUB,768159,63392126
ASSET RECOVERY PTE. LTD.,199306532E,General Builder Class 2,GB2,na,14/7/18,7,jurong west avenue 5,#02-06,na,649486,65151171
ASSOCIATED GEOTECHNICAL SERVICES PTE LTD,200501062K,Specialist Builder (Site Investigation Work),SB(SI),na,27/6/18,203,HOUGANG STREET 21,#03-91,na,530203,62895560
ASSURANCE CONSTRUCTION PTE LTD,201306273D,General Builder Class 2,GB2,na,20/5/19,#04-00,GUL STREET 1,5,PRECISE ONE,629318,68623310
ASTI ENGINEERING PTE LTD,200720196N,General Builder Class 1,GB1,na,14/7/18,5000,ANG MO KIO AVENUE 5,#04-06,TECHPLACE II,569870,64821110
ASTRA BUILDER PTE. LTD.,201409051Z,General Builder Class 2,GB2,na,20/5/19,637,VEERASAMY ROAD,#02-107,na,200637,96431088
ASTRID ONE PTE LTD,201306388E,General Builder Class 2,GB2,na,12/10/18,9,TAGORE LANE,#03-13,9@TAGORE,787472,64810138
ASTUTE WORKS PTE. LTD.,200304751K,General Builder Class 2,GB2,na,16/6/18,50,CHIN SWEE ROAD,#09-04,THONG CHAI BUILDING,169874,83332208
ATAT.1 PTE LTD,200204684D,General Builder Class 2,GB2,na,29/10/18,31,LORONG 33 GEYLANG,#02-01,na,387988,65736468
ATC PAINTING & TRADING PTE LTD,199407016K,General Builder Class 2,GB2,na,30/9/18,8,JALAN KILANG TIMOR,#05-00,KEWALRAM HOUSE,159305,67428873
ATEC CONSTRUCTION PTE LTD,200307682N,General Builder Class 2,GB2,na,8/2/18,10,BUKIT BATOK CRESCENT,#04-07,THE SPIRE,658079,63163562
ATL CONSTRUCTION PTE. LTD.,200202016R,General Builder Class 2,GB2,na,3/10/17,59,UBI AVENUE 1,#03-15,BIZLINK CENTRE,408938,67462331
ATL DECORATION PTE. LTD.,201300482R,General Builder Class 2,GB2,na,27/6/18,59,UBI AVENUE 1,#03-15,na,408938,67462331
ATLAS MAINTENANCE PTE. LTD.,201216439C,General Builder Class 2,GB2,na,16/6/18,16,WOODLANDS INDUSTRIAL PARK E1,na,na,757737,63631967
ATS LANDSCAPING & CONSTRUCTION PTE LTD,200913843W,General Builder Class 2,GB2,na,16/6/18,134,GUL CIRCLE,na,na,629598,68620128
ATSUNEW GIKEN PTE. LTD.,199203602H,Specialist Builder (Piling Works),SB(PW),na,24/8/17,151,CHIN SWEE ROAD,#07-09,MANHATTAN HOUSE,169876,64767762
ATWI TECHNOLOGY PTE LTD,200409445D,General Builder Class 2,GB2,na,31/7/18,27,"Mandai Estate,",#04-08,Innovaation Place,729931,64621255
AUDEX PTE LTD,201530148H,Specialist Builder (Structural Steelwork),SB(SS),na,3/8/17,21,SHIPYARD ROAD,na,na,628144,62689788
AUDEX PTE LTD,200415711W,General Builder Class 1,GB1,na,16/6/18,21,SHIPYARD ROAD,na,na,628144,62689788
AUDI CONSTRUCTION PTE. LTD.,200514213N,General Builder Class 2,GB2,na,14/8/17,42,CHAI CHEE STREET,#01-62,na,461042,67265056
AULIN CONSTRUCTION PTE. LTD.,200801267E,General Builder Class 2,GB2,na,8/3/17,7030,ANG MO KIO AVENUE 5,#07-08,NORTHSTAR @ AMK,569880,64093012
AURUM PRECAST SDN BHD (SINGAPORE BRANCH),199601622R,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,25/5/18,217,UPPER BUKIT TIMAH ROAD,na,WOH HUP BUILDING,588185,64628334
AURUMBUILDS ALLIANCE PTE. LTD.,199101950W,General Builder Class 1,GB1,na,1/7/16,211,WOODLANDS AVENUE 9,#08-86,na,738960,67560030
AUTHENTIC BUILDER PTE. LTD.,200303585G,General Builder Class 1,GB1,na,25/6/18,33,UBI AVENUE 3,#08-25,VERTEX,408868,64815660
AUTOBUILDS CONSTRUCTION PTE. LTD.,201321766K,General Builder Class 2,GB2,na,16/6/18,10,ADMIRALTY STREET,#06-52,NORTH LINK BUILDING,757695,68531998
AUTOPLY ENGINEERING & TRADING,198205162Z,General Builder Class 2,GB2,na,3/12/17,8,KAKI BUKIT AVENUE 4,#07-44,PREMIER @ KAKI BUKIT,415875,67027417
AVA GLOBAL PTE. LTD.,200805897R,General Builder Class 1,GB1,na,16/6/18,21,JOO KOON CRESCENT,na,na,629026,68625770
AVA GLOBAL PTE. LTD.,201438473D,Specialist Builder (Structural Steelwork),SB(SS),na,16/6/18,21,JOO KOON CRESCENT,na,na,629026,68625770
AVANCE ENGINEERING PTE. LTD.,200005548K,General Builder Class 2,GB2,na,1/7/19,531A,UPPER CROSS STREET,#03-116,HONG LIM COMPLEX,51531,65331091
AVANTA ENGINEERING PTE. LTD.,201500650M,General Builder Class 2,GB2,na,25/11/18,7,BOON KENG ROAD,#35-132,na,330007,64171151
AVENUE ENGINEERING PTE. LTD.,T00FC5918A,General Builder Class 1,GB1,na,26/6/18,40,KAKI BUKIT CRESCENT,na,KAKI BUKIT TECHPARK I,416266,67583829
AVERGO PTE LTD,199505404E,General Builder Class 2,GB2,na,30/3/19,1002,EUNOS AVENUE 8,#03-50,EUNOS INDUSTRIAL ESTATE,409497,96793936
AWCS TECHNOLOGIES PTE. LTD.,199409484H,Specialist Builder (Site Investigation Work),SB(SI),na,16/5/19,12,LORONG BAKAR BATU,#06-08,na,348745,96921434
AWELL PTE. LTD.,200913401G,General Builder Class 2,GB2,na,16/6/18,164,KALLANG WAY,#02-24,na,349248,68447321
AXA-CORP CONSTRUCTION PTE LTD,199302272G,General Builder Class 2,GB2,na,16/4/18,121,WOODLANDS INDUSTRIAL PARK E5,na,na,757497,62864321
AZ UNITED PTE. LTD.,200300345W,General Builder Class 1,GB1,na,30/10/18,31,UBI ROAD 1,#09-01,na,408694,65942189
AZURE PTE. LTD.,201110120E,General Builder Class 1,GB1,na,16/6/18,23,Kaki Bukit Road 4,#01-07,Synergy@KB,417801,63422696
B K CIVIL & CONSTRUCTION PTE. LTD.,201404642D,General Builder Class 1,GB1,na,16/6/18,48,TOH GUAN ROAD EAST,#06-153,ENTERPRISE HUB,608586,64678878
B M BUILDERS PTE. LTD.,200204560Z,General Builder Class 2,GB2,na,29/7/16,34,FLORA DRIVE,#02-21,PALM ISLES,506893,67461917
B M ENGINEERING CONTRACTOR AND TRADING PTE. LTD.,S98FC5545F,General Builder Class 2,GB2,na,31/7/18,63,DEFU LANE 12,na,na,539148,67838688
B P (SYSTEMS) ENGINEERING PTE LTD,199702350H,General Builder Class 2,GB2,na,26/7/16,20,SHAW ROAD,#04-09,CHING SHINE INDUSTRIAL BUILDING BLOCK B,367956,65156613
B S CONSTRUCTION SERVICES PTE LTD,199904214G,General Builder Class 2,GB2,na,24/6/18,1009,TAI SENG AVENUE,#01-2646,na,534418,62868858
B&E GROUP PTE. LTD.,201208905G,General Builder Class 2,GB2,na,23/6/18,1,PEMIMPIN DRIVE,#02-02,ONE PEMIMPIN,576151,98442820
B+W BUILDERS PRIVATE LIMITED,199100401R,General Builder Class 2,GB2,na,1/3/19,7,DEFU LANE 10,#01-536,DEFU INDUSTRIAL ESTATE,539188,62835329
B-TEAM CONSTRUCTION SUPPLIES PTE. LTD.,199704822W,General Builder Class 2,GB2,na,21/7/18,4003,DEPOT LANE,#01-61,DEPOT LANE INDUSTRIAL ESTATE,109757,62711890
B.C.L. TRADING & CONSTRUCTION PTE. LTD.,199205386D,General Builder Class 2,GB2,na,26/3/19,212,HOUGANG STREET 21,#04-331,na,530212,96695595
B.T. GROUP PTE. LTD.,199601459C,General Builder Class 2,GB2,na,16/6/18,1002,EUNOS AVENUE 8,#03-42,na,409497,68443236
B.T. SPORTS PTE LTD,199507356H,General Builder Class 2,GB2,na,16/6/18,5,GUL STREET 4,na,na,629236,68978283
B19 TECHNOLOGIES PTE. LTD.,199805692W,General Builder Class 1,GB1,na,16/6/18,180,RACE COURSE ROAD,na,na,218609,62999988
B3 ENGINEERING PTE. LTD.,201113025N,General Builder Class 2,GB2,na,11/11/16,1024,YISHUN INDUSTRIAL PARK A,#03-35,YISHUN INDUSTRIAL PARK A,768763,62575785
BA CONSTRUCTION & TRADING PTE LTD,198701690C,General Builder Class 2,GB2,na,4/2/17,50,TAGORE LANE,#02-10D,ENTREPRENEUR CENTRE,787494,66862545
BACHY SOLETANCHE SINGAPORE PTE LTD,199300151D,General Builder Class 1,GB1,na,20/7/18,1,COLEMAN STREET,#06-09,THE ADELPHI,179803,65381715
BACHY SOLETANCHE SINGAPORE PTE LTD,200107958W,Specialist Builder (Ground Support and Stabilisation Works),SB(GS),na,25/6/18,1,COLEMAN STREET,#06-09,THE ADELPHI,179803,65381715
BACHY SOLETANCHE SINGAPORE PTE LTD,199706628G,Specialist Builder (Piling Works),SB(PW),na,25/6/18,1,COLEMAN STREET,#06-09,THE ADELPHI,179803,65381715
BACKHO (S) PTE. LTD.,193900021Z,General Builder Class 1,GB1,na,26/9/17,100,LORONG 23 GEYLANG,#06-02,na,388398,65474918
BAEK JAE PTE.LTD.,200923497E,General Builder Class 2,GB2,na,25/1/19,10,ANSON ROAD,#28-05A,INTERNATIONAL PLAZA,79903,62227131
BALANCED ENGINEERING & CONSTRUCTION PTE LTD,201101446W,General Builder Class 1,GB1,na,16/6/18,18,BOON LAY WAY,#10-159/162,TRADEHUB 21,609966,67786858
BALANCED ENGINEERING & CONSTRUCTION PTE LTD,198402380K,Specialist Builder (Structural Steelwork),SB(SS),na,16/6/18,18,BOON LAY WAY,#10-159/162,TRADEHUB 21,609966,67786858
BALLYHOO EXHIBITIONS & EVENTS PTE LTD,200817785W,General Builder Class 2,GB2,na,23/4/18,2,JALAN RAJAH,#02-12,GOLDEN WALL FLATTED FACTORY,329134,62581696
BAM INTERNATIONAL B.V.,200618256G,General Builder Class 1,GB1,na,28/1/17,77,SCIENCE PARK DRIVE,#03-09,CINTECH III,118256,67731055
BAN CHON CORPORATION & TRADING PTE LTD,199608581C,General Builder Class 1,GB1,na,16/6/18,279,BALESTIER ROAD,#02-14,BALESTIER POINT,329727,62566852
BAN JOO VENTURE CONTRACTOR PTE LTD,200107579R,General Builder Class 2,GB2,na,1/3/19,138D,YUAN CHING ROAD,#08-161,LAKE VISTA @ YUAN CHING,614138,96675049
BAN SENG ENGINEERING PTE. LTD.,201008843N,General Builder Class 1,GB1,na,6/10/18,10,ADMIRALTY STREET,#02-39/40,NORTH LINK BUILDING,757695,62572490
BAN SOON HENG ENGINEERING PTE LTD,199501456E,General Builder Class 2,GB2,na,22/7/18,51,UBI AVENUE 1,#06-20,PAYA UBI INDUSTRIAL PARK,408933,67430447
BAN TIONG SOON CONTRACTOR PTE. LTD.,199603379E,General Builder Class 2,GB2,na,12/10/18,287,KAKI BUKIT AVENUE 1,na,SHUN LI INDUSTRIAL PARK,416078,67492340
BAN XIN CONSTRUCTION PTE. LTD.,199501453M,General Builder Class 2,GB2,na,23/3/18,809,French Road,#05-168,Kitchener Complex,200809,96713317
BAOLI CONSTRUCTION PTE LTD,198102357W,General Builder Class 2,GB2,na,5/5/18,71,UBI ROAD 1,#05-47,OXLEY BIZHUB,408732,67026181
BASIC PROJECTS PTE. LTD.,200414585E,General Builder Class 2,GB2,na,16/6/18,5,KAKI BUKIT ROAD 1,#04-05,EUNOS TECHNOLINK,415936,62981993
BAUER (MALAYSIA) SDN. BHD.,201217418C,Specialist Builder (Ground Support and Stabilisation Works),SB(GS),na,8/12/18,30,TUAS AVENUE 11,#02-03,BAUER BUILDING,639108,62583953
BAUER (MALAYSIA) SDN. BHD.,200311975W,Specialist Builder (Piling Works),SB(PW),na,8/12/18,30,TUAS AVENUE 11,#02-03,BAUER BUILDING,639108,62583953
BBR CONSTRUCTION SYSTEMS PTE LTD,200910728D,General Builder Class 1,GB1,na,15/12/18,50,CHANGI SOUTH STREET 1,na,BBR BUILDING,486126,65462280
BBR CONSTRUCTION SYSTEMS PTE LTD,195800167W,Specialist Builder (In-situ Post-tensioning Work),SB(PT),na,16/6/18,50,CHANGI SOUTH STREET 1,na,BBR BUILDING,486126,65462280
BBR PILING PTE. LTD.,201416262C,Specialist Builder (Piling Works),SB(PW),na,25/1/19,50,CHANGI SOUTH STREET 1,na,BBR BUILDING,486126,65462280
BCEG INTERNATIONAL(SINGAPORE) PTE.LTD,201325731D,General Builder Class 1,GB1,na,31/12/18,3,ANG MO KIO STREET 62,#08-29,LINK@AMK,569139,62717366
BD CRANETECH PTE LTD,201103912C,General Builder Class 1,GB1,na,16/11/18,106,INTERNATIONAL ROAD,na,na,629175,62688911
BD CRANETECH PTE LTD,198904670M,Specialist Builder (Structural Steelwork),SB(SS),na,16/11/18,106,INTERNATIONAL ROAD,na,na,629175,62688911
BD CRANETECH PTE LTD,196300463E,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,5/6/19,106,INTERNATIONAL ROAD,na,na,629175,62688911
BE TECHNOLOGY PTE LTD,198500586R,General Builder Class 2,GB2,na,3/7/18,1093,LOWER DELTA ROAD,#04-15,TIONG BAHRU INDUSTRIAL ESTATE,169204,62977500
BENCHMARK BUILDERS PTE LTD,200415534G,General Builder Class 2,GB2,na,19/6/18,5038,ANG MO KIO INDUSTRIAL PARK 2,#01-423,na,569541,64831111
BENG HENG ENGINEERING PTE LTD,200303416N,General Builder Class 2,GB2,na,26/3/18,1009,TAI SENG AVENUE,#01-2648,na,534418,63830917
BENG HWA BUILDERS PTE LTD,199206003C,General Builder Class 2,GB2,na,16/6/18,510,GEYLANG ROAD,#03-02,THE SUNFLOWER,389466,67497668
BENG KHIM CONSTRUCTION COMPANY PTE LTD,201422635G,General Builder Class 2,GB2,na,18/9/18,86,MARINE PARADE CENTRAL,#04-312,na,440086,63429176
BENG KIONG ENGINEERING PTE. LTD.,200917513C,General Builder Class 2,GB2,na,19/9/17,42,Senoko Road,na,na,758113,62573318
BENG SIEW CONSTRUCTION PTE LTD,201535090M,General Builder Class 2,GB2,na,16/6/18,10,KAKI BUKIT ROAD 2,#01-25,FIRST EAST CENTRE,417868,64894519
BENG SOON MACHINERY SERVICES (SINGAPORE) PTE LTD,199102516K,General Builder Class 2,GB2,na,16/6/18,21,TUAS SOUTH STREET 7,na,na,637111,62881280
BENLY CONSTRUCTION COMPANY PTE. LTD.,199602742M,General Builder Class 2,GB2,na,1/3/19,19,WOODLANDS INDUSTRIAL PARK E1,#02-07,na,757719,68945522
BEOW HOCK ENGINEERING PTE LTD,196500047M,General Builder Class 2,GB2,na,17/6/18,3B,ALIWAL STREET,na,CHENN LEONN BUILDING,199896,62955432
BERGER PAINTS SINGAPORE PTE LTD,199402363D,General Builder Class 2,GB2,na,16/6/18,22,BENOI SECTOR,na,JURONG INDUSTRIAL ESTATE,629854,62615224
BERJAYA BUILDCON PTE. LTD.,201612964G,General Builder Class 2,GB2,na,7/6/19,20,SENANG CRESCENT,na,na,416593,62419809
BES CONSTRUCTION PTE LTD,200809306D,General Builder Class 2,GB2,na,30/4/17,27,WOODLANDS INDUSTRIAL PARK E1,#01-05D,HIANGKIE INDUSTRIAL BUILDING,757718,63103319
BESCO BUILDING SUPPLIES (S.E.A.) PTE. LTD.,199005221K,General Builder Class 2,GB2,na,24/12/17,26,UBI ROAD 4,#03-00,THE BESCO BUILDING,408613,62860666
BEST CONTRACTS PTE. LTD.,200001647H,General Builder Class 2,GB2,na,16/6/18,7030,ANG MO KIO AVENUE 5,#05-48,NORTHSTAR @ AMK,569880,68869369
BESTBUILT CONSTRUCTION PTE. LTD.,200802576G,General Builder Class 2,GB2,na,13/8/18,125A,KITCHENER ROAD,na,na,208513,64878225
BESTDECO PTE LTD,201502707M,General Builder Class 2,GB2,na,19/1/19,10,Admiralty Street,#04-64,North Link Building,757695,67523983
BESTEC CONSTRUCTION PTE LTD,200700782H,General Builder Class 1,GB1,na,16/6/18,23,DEDAP PLACE,na,na,809522,64840870
BESTEC DEVELOPMENT PTE. LTD.,201333482Z,General Builder Class 2,GB2,na,13/8/19,23,DEDAP PLACE,na,na,809522,64840870
BESTEM CONSTRUCTION PTE. LTD.,200415231K,General Builder Class 1,GB1,na,3/7/18,196,PANDAN LOOP,#05-21,PANTECH BUSINESS HUB,128384,67735583
BESTLINK CONSTRUCTION PTE LTD,197902130K,General Builder Class 1,GB1,na,15/7/18,15A,SENOKO WAY,na,na,758037,63661112
BESTLINK CONSTRUCTION PTE LTD,199300067G,Specialist Builder (Structural Steelwork),SB(SS),na,15/7/18,15A,SENOKO WAY,na,na,758037,63661112
BESTON ELECTRICAL & COMMUNICATION PTE LTD,200508891H,General Builder Class 2,GB2,na,17/6/18,1,ANG MO KIO INDUSTRIAL PARK 2A,#06-03,AMK TECH 1,568049,64849460
BETHNAL CONSTRUCTION PTE. LTD.,199404079K,General Builder Class 1,GB1,na,16/6/18,62A,JALAN EUNOS,na,na,419509,67422257
BEYOND BUILDERS (2005) PTE. LTD.,199504957W,General Builder Class 2,GB2,na,19/10/18,1047,EUNOS AVENUE 5B,#01-08,na,409668,67486006
BHCC BUILDER PTE. LTD.,200010553E,General Builder Class 2,GB2,na,27/5/19,20,SIN MING LANE,#06-66,MIDVIEW CITY,573968,66594666
